AP 1,AP 2,AP 3,AP 4,AP 5,AP 6,AP 7,AP 8,AP 9,AP 11,AP 12,AP 13,AP 14,AP 15,AP 16,AP 17,AP 18,AP 19,AP 20,AP 21,AP 22,AP 23,AP 24,AP 25,AP 26,AP 27,AP 28,AP 29,AP 31,AP 32,AP 33,AP 34,AP 37,AP 38,AP 39,AP 41,AP 42,AP 43,AP 44,AP 45,AP 46,AP 47,AP 48,AP 49,AP 50,AP 52,AP 53,AP 55,AP 56,AP 57,AP 58,AP 60,AP 61,AP 63,AP 64,AP 65,AP 67,AP 68,AP 69,AP 70,AP 71,AP 73,AP 74,AP 75,AP 76,AP 77,AP 78,AP 89,AP 96,AP 99,AP 112,AP 113,AP 114,AP 116,AP 120,AP 121,AP 123,AP 139,AP 152,AP 153,AP 154,AP 159,AP 166,AP 168,AP 173,AP 178,AP 179,AP 180,AP 181,AP 182,AP 184,AP 186,AP 189,AP 190,AP 193,AP 194
-3.115920781,-3.384424542,-7.134330971,-2.180461193,-2.087006125,-5.024765977,-3.049627942,-3.427203288,-5.044637825,-2.337131199,-5.237159971,-6.181397331,-8.440086332,-4.439818264,-1.571659365,-3.114934521,-5.574600441,-3.525625497,-2.965795661,-1.085497914,-3.105851223,-2.367037521,-9.806666164,-2.491877635,-5.08327664,-2.041478772,-0.275561182,-16.92017086,-2.600812293,-5.104389671,-0.699639811,-4.204868482,-2.897644805,-2.746068924,-3.627737916,-6.659889498,-0.905816495,-0.235309585,-4.485716729,-1.772094849,-4.265216746,-2.800473041,-3.955457741,0.801619436,-1.391443536,-37.07548693,-3.034701197,-3.071202813,-3.169265072,-4.966618582,-3.160300497,-3.406419781,-0.396884091,-2.251906981,-5.354710336,-10.89607791,-7.311774881,-2.56760364,-1.543747303,-2.363600332,-1.711997047,-1.498095899,-1.065617733,-1.908220828,-1.822858345,-1.362210073,-2.38765683,-5.542155399,-3.862811887,-2.809487445,-12.30122822,-10.02861576,-9.532137374,-4.781695932,-1.378369301,-5.658821972,-5.242533197,-3.211885416,-5.745255326,-4.50612006,-12.15003186,-1.59352439,-2.292149406,-3.007544544,-0.854563428,-5.647870988,-7.842214559,-1.453912431,-2.533138081,-6.853502768,-4.850087393,-2.328227348,-0.017935842,-5.720564352,-4.402908917,-0.748870175
-3.115691843,-3.383985745,-7.05662569,-2.026481492,-2.086758109,-5.178325959,-2.665012557,-3.503802036,-5.044237184,-2.259902872,-5.083046723,-6.180767752,-8.36240013,-4.593187464,-1.571125177,-3.037477256,-5.650741314,-3.52528209,-3.042432566,-1.008670228,-3.104096033,-2.443235629,-9.806494461,-2.491934869,-5.390453837,-2.195000598,-0.352465181,-17.3040422,-2.600526121,-5.488528102,-0.699906905,-4.050125655,-2.897339555,-2.745706439,-3.704184039,-6.659069138,-0.905473088,-0.234412912,-4.408240386,-1.771388957,-4.264625324,-2.877777681,-4.570746966,0.416336316,-1.467851504,-37.38459102,-3.034014384,-3.071069266,-3.246188149,-5.043560737,-3.391184196,-3.559636356,-0.397628138,-2.251735278,-5.276890587,-10.97252403,-7.235385992,-2.566935905,-1.543976241,-2.286868037,-1.634310845,-1.498000509,-1.065884827,-1.907667561,-1.822247844,-1.362152839,-2.386855548,-5.542136321,-3.863174372,-2.732564368,-11.83949898,-10.02773817,-9.455519548,-4.550945779,-1.378121285,-5.658459488,-5.242552276,-3.365807882,-5.821358043,-4.505337856,-11.996014,-1.592913889,-2.29211125,-3.008059654,-0.854658819,-5.724317112,-7.918317276,-1.453492712,-2.456291316,-6.853846175,-5.003418437,-2.481997189,-0.018527265,-5.56545904,-4.403156933,-0.750243801
-3.115462905,-3.537316789,-6.97892041,-1.949348556,-2.240318091,-5.332019488,-2.58808948,-3.503477708,-5.043836543,-2.259597622,-5.236587627,-6.410869248,-8.669252999,-4.592672354,-1.493648834,-3.113789832,-5.803690795,-3.601823604,-3.042165472,-1.008803775,-3.102302688,-2.442510659,-9.806608929,-2.415088105,-5.466842726,-2.194638113,-0.352446103,-17.6878563,-2.600239949,-5.718801301,-1.007980776,-4.04915267,-2.897015227,-2.745477502,-3.934476316,-6.658229699,-0.90514876,-0.233516239,-4.56147604,-1.770721222,-4.417860977,-2.954967852,-4.493671264,0.261707958,-1.467241003,-37.53988711,-3.033308493,-3.070973875,-3.323206617,-5.043579815,-3.083625436,-3.558949543,-0.398391264,-2.251773434,-5.276108383,-11.12587415,-7.23592018,-2.566325404,-1.544224257,-2.363943739,-1.633566797,-1.574828195,-1.143227623,-1.907095217,-1.821522875,-1.362210073,-2.463053655,-5.695982475,-3.940479012,-2.732564368,-12.0700965,-10.25757257,-9.840459261,-4.704849168,-1.377835113,-5.658287784,-5.319513509,-3.365846038,-5.743652762,-4.427518106,-11.99578506,-1.592398779,-2.445976482,-3.162382761,-0.854773288,-5.647088785,-7.994400914,-1.376188072,-2.456405785,-6.854265894,-4.849076251,-2.405035956,-0.019271312,-5.718103271,-4.326405559,-0.75159835
-3.19209981,-3.613648443,-7.055118517,-2.026004539,-2.163032529,-5.331943175,-3.126646409,-3.580114612,-5.043474059,-2.259292372,-5.082512535,-6.410106122,-8.668337248,-4.5921954,-1.570037722,-3.036275333,-5.879621808,-3.678365118,-3.041936534,-0.932033323,-3.177432419,-2.441804768,-9.806761555,-2.645971805,-5.46628946,-2.194332863,-0.275484869,-17.84074855,-2.599953777,-5.718248035,-0.854573419,-4.048141528,-2.89667182,-2.745324877,-3.857114442,-6.657409339,-0.904862588,-0.386465721,-4.560846461,-1.7701298,-4.41721232,-3.032100788,-4.493518639,0.107041444,-1.466630502,-37.77214444,-3.032602601,-3.070897562,-3.246398009,-5.043598893,-2.930084532,-3.558186417,-0.399135312,-2.252040528,-5.275440648,-11.12549259,-7.313320211,-2.642695215,-1.544586741,-2.364229911,-1.709803061,-1.574732804,-1.143704577,-1.906561029,-1.820778827,-1.362305464,-2.462404998,-5.696020631,-3.940822419,-2.732564368,-12.14675249,-10.17958112,-9.917554041,-4.858695322,-1.377606176,-5.658211472,-5.473397819,-3.365865116,-5.896678556,-4.349564809,-11.9184995,-1.59197906,-2.599937105,-3.162745246,-0.854887757,-5.569955848,-7.916600243,-1.375806509,-2.456596567,-6.931570534,-4.848656532,-2.481939954,-0.019996282,-5.716901348,-4.326539106,-0.752876585
-3.114871483,-3.613037943,-6.900642784,-2.025699288,-2.162536497,-5.101078554,-2.742145493,-3.426077677,-5.043092496,-2.258987121,-5.082340832,-6.409209449,-8.744230105,-4.591661212,-1.492580457,-2.958779912,-5.878610667,-3.754925711,-3.04166944,-1.009089947,-3.021811998,-2.441156111,-9.807085883,-2.492259198,-5.311985431,-2.194084847,-0.275446713,-18.14725801,-2.599648526,-5.717561222,-1.008782058,-4.047034996,-2.896271179,-2.822095328,-3.856656567,-6.579704058,-0.90463365,-0.385588126,-4.560274116,-1.769538377,-4.416468273,-3.032310648,-4.33951986,0.336990315,-1.466096314,-37.6966713,-3.031953945,-3.070744937,-3.246474321,-5.043675206,-3.161349795,-3.634365446,-0.399860281,-2.252441169,-5.351810458,-11.20224396,-7.390682085,-2.719141339,-1.545063695,-2.36455424,-1.632231327,-1.574599257,-1.14408614,-1.906026841,-1.820053857,-1.362381777,-2.538717575,-5.619135711,-3.864261826,-2.732564368,-11.91558262,-10.02445673,-9.994648821,-4.704734699,-1.37745355,-5.658211472,-5.550339974,-3.365807882,-5.895839117,-4.579322898,-12.22579117,-1.591559341,-2.67708912,-3.162955106,-0.855002226,-5.416014304,-7.992569412,-1.375444024,-2.456825504,-6.85502902,-4.925121733,-2.481978111,-0.020721251,-5.715737581,-4.403652965,-0.754135743
-3.114604389,-3.612465599,-6.823109207,-1.948432805,-2.162002309,-5.10111671,-3.126818113,-3.502886285,-4.9657497,-2.258662793,-5.312919281,-6.408179229,-8.820065728,-4.514108557,-1.415123192,-3.035054332,-5.877656759,-3.908466614,-3.04136419,-1.009242572,-2.712364501,-2.20977638,-9.7304299,-2.338565669,-5.542315864,-2.193836831,-0.198523636,-18.29971146,-2.522401121,-5.639913175,-1.009125464,-3.968871839,-2.895889616,-2.745019626,-4.086967922,-6.655806775,-0.904461947,-0.384710531,-4.559759007,-1.768927877,-4.415686069,-3.032463273,-4.416328468,0.566939185,-1.465543048,-37.77504432,-3.031343444,-2.993688313,-3.246512478,-5.120712752,-3.008095063,-3.633678633,-0.400585251,-2.252994435,-5.351333505,-11.58674488,-7.46792949,-2.718778854,-1.545559727,-2.364935802,-1.785486058,-1.57446571,-1.144429547,-1.905511731,-1.819328888,-1.362400855,-2.615087385,-5.619231102,-3.941642779,-2.732564368,-11.76125951,-9.946083713,-9.764032216,-4.704486683,-1.300454161,-5.581364707,-5.319608899,-3.211809103,-5.818038446,-4.655177599,-12.37931299,-1.591139622,-2.754241134,-3.316915729,-0.855116695,-5.569822301,-8.145480737,-1.298177541,-2.457035364,-6.932371816,-4.924625701,-2.482073501,-0.252253608,-5.945400279,-4.403920059,-0.755413978
-3.191222215,-3.611912332,-7.053267937,-1.948032164,-2.16158259,-5.101269335,-2.972991037,-3.502752738,-5.042253057,-2.258338464,-5.235748188,-6.407168088,-8.742036119,-4.513307275,-1.414550848,-3.034233971,-5.87662654,-3.831238287,-3.040944471,-1.163336742,-2.941359464,-2.286012643,-9.730563447,-2.569449369,-5.772493673,-2.116627582,-0.198523636,-18.4519932,-2.521981402,-5.793053438,-0.394198724,-3.967612682,-2.895622522,-2.74477161,-4.240413435,-6.654776555,-0.827367166,-0.38379478,-4.559243897,-1.691337065,-4.49184602,-2.955673743,-4.339348156,0.335330516,-1.464951626,-37.77643702,-3.030713865,-2.916669846,-3.400244163,-5.120579205,-3.39330187,-3.632972742,-0.40131022,-2.253528623,-5.350856551,-11.74041933,-7.775927048,-2.718416369,-1.546055759,-2.365279209,-1.784913714,-1.574084147,-1.144772953,-1.905034778,-1.818622997,-1.362381777,-2.614495963,-5.619364649,-3.942215123,-2.732564368,-11.60672654,-10.02134699,-9.917763901,-4.934893429,-1.300320614,-5.581421942,-5.396608289,-3.211599243,-5.74018054,-4.654090145,-12.37896959,-1.590719903,-2.831335914,-3.394010509,-0.855231163,-5.723630299,-8.144641299,-1.374738133,-2.534149222,-6.932696144,-5.001033669,-2.482111658,-0.253035812,-6.175082056,-4.404168075,-0.756711292
-3.190821574,-3.611301832,-7.129599592,-1.947612444,-2.161258262,-5.178268725,-3.050009504,-3.5025238,-5.041890573,-2.258033214,-5.389346326,-6.48321357,-9.04856466,-4.666256756,-1.413978504,-3.264049295,-5.87559632,-3.830875802,-3.040486595,-0.855911528,-2.939508884,-2.285268596,-9.88482932,-2.646448758,-5.617960706,-2.19322633,-0.19848548,-19.14287004,-2.521504448,-6.023097699,-0.087021526,-3.966372603,-2.895450819,-2.744428204,-4.393878026,-6.653708179,-0.750196073,-0.382879029,-4.558709709,-1.690612095,-4.414178895,-3.032749445,-4.108483535,0.180568612,-1.464322047,-38.08552203,-3.107083676,-2.916498142,-3.400072459,-5.197235187,-3.54770129,-3.632228694,-0.40203519,-2.253929264,-5.350417754,-11.81713255,-7.853174454,-2.717977572,-1.546589947,-2.365527225,-1.784322292,-1.573397334,-1.14511636,-1.904500589,-1.817840793,-1.439247619,-2.613828228,-5.465613885,-3.942844702,-2.732564368,-12.06742556,-10.40420719,-10.53293866,-5.088319864,-1.300110754,-5.581460098,-5.473569522,-3.211332149,-5.816054319,-4.652964535,-12.45526308,-1.590281106,-2.908449773,-3.471162523,-0.855345632,-5.723592142,-8.297628936,-1.451279647,-2.534301847,-6.856078318,-5.000442246,-2.482073501,-0.253837094,-6.250936757,-4.327359466,-0.758027684
-3.267286776,-3.610729487,-7.206026637,-1.947230882,-2.160857621,-5.178268725,-2.896258741,-3.579141627,-5.041566244,-2.257747042,-5.389155545,-6.405336586,-9.355245826,-4.819397018,-1.413444316,-3.186267702,-5.797833804,-3.676629007,-3.040143189,-0.933044465,-3.168503848,-2.284581783,-9.885172727,-2.569601994,-5.925156982,-2.269825079,-0.275389479,-19.06453518,-2.521065651,-6.022429964,-0.39517171,-3.965151601,-2.972240349,-2.897892795,-4.316477995,-6.652792428,-0.826794822,-0.382020513,-4.558194599,-1.689887126,-4.413568395,-3.032921148,-4.33910014,0.102729784,-1.540615545,-38.16391413,-3.183491643,-2.916250127,-3.400053381,-5.197139797,-3.548235478,-3.63144649,-0.402741081,-2.331157591,-5.426844799,-11.89376945,-7.930231078,-2.871384928,-1.547143213,-2.365698928,-1.783692713,-1.572653286,-1.222382843,-1.903909167,-1.893905353,-1.516056227,-2.613160493,-5.542517884,-3.943474281,-2.732564368,-12.06654797,-9.864104928,-10.53276695,-5.08784291,-1.299939051,-5.81211486,-5.704338753,-3.134161057,-5.660949008,-4.574801378,-12.53125133,-1.58982323,-2.908640554,-3.471315149,-0.855460101,-5.954246904,-7.989001799,-1.450936241,-2.611377549,-6.856440803,-5.153677899,-2.481997189,-0.254638376,-6.172888069,-4.404339778,-0.759363154
-3.266790744,-3.610271612,-7.282644463,-2.023753318,-2.160399745,-5.485961032,-3.203931971,-3.5019133,-5.041241916,-2.257441792,-5.312117999,-6.404382679,-9.277578701,-4.895785907,-1.56677536,-3.262484887,-5.874127303,-3.830093598,-3.039895173,-1.16396632,-3.243805283,-2.207010049,-9.885439821,-2.569697385,-5.924756341,-2.269538907,-0.275389479,-19.21691231,-2.520684088,-6.021876698,-0.626436972,-3.887026601,-3.049029879,-2.897453997,-4.315962885,-6.575029913,-0.826432337,-0.458142308,-4.557717645,-1.766085233,-4.413148676,-3.033150086,-4.262100751,0.101890345,-1.540119513,-38.24226806,-3.182995611,-3.069848264,-3.553956769,-5.274043795,-3.702653977,-3.553779366,-0.403446972,-2.331462842,-5.426329689,-11.89344512,-7.853269845,-2.870927053,-1.547677401,-2.365851553,-1.783063134,-1.571890161,-1.222707172,-1.903336823,-1.893065915,-1.515960837,-2.61247368,-5.619288336,-3.944065703,-2.732564368,-12.06586116,-10.09338606,-10.37880633,-5.164365346,-1.299805504,-5.888808999,-5.704395987,-3.441681661,-5.659575381,-4.573561299,-12.60716327,-1.589346276,-2.908812257,-3.471448696,-0.85557457,-6.107940433,-8.141874968,-1.373707913,-2.611587409,-6.856898678,-5.076220634,-2.404978721,-0.255439658,-6.171724303,-4.404435169,-0.760736781
-3.112467637,-3.686736813,-7.282415526,-2.023333598,-2.160056338,-5.409037955,-2.973124584,-3.270743428,-4.964013588,-2.180175308,-5.312137077,-6.403657709,-8.969123268,-4.895289875,-1.720106404,-3.338663916,-5.873669427,-3.829750192,-2.962819471,-1.241042023,-3.165279642,-2.206361392,-9.885821384,-2.64673493,-5.616548923,-2.192348736,-0.275389479,-19.13873008,-2.674186835,-5.790630513,-0.396221008,-3.885786522,-3.048858175,-2.896957966,-4.315466854,-6.497286476,-0.826127087,-0.457417338,-4.480336693,-1.765360264,-4.56657511,-3.033379024,-4.262119829,0.716549991,-1.539718872,-38.08970015,-3.182537736,-3.069600249,-3.477014614,-5.197044406,-3.703283555,-3.553092553,-0.40419102,-2.331825326,-5.425833657,-11.8930254,-7.853155376,-2.870469177,-1.548192511,-2.366042335,-1.782471712,-1.571107957,-1.222955188,-1.902764478,-1.892150164,-1.515903602,-2.611805944,-5.619116633,-3.944599891,-2.732564368,-11.91155713,-9.938185361,-10.45567217,-5.010290254,-1.453499033,-5.88859914,-5.7044723,-3.44149088,-5.658411614,-4.572512001,-12.68311336,-1.588850245,-2.908983961,-3.471582243,-0.855689039,-6.107730573,-8.140921061,-1.373402663,-2.611816347,-6.934413177,-5.152685836,-2.404883331,-0.256260018,-6.170579614,-4.481568105,-0.762091329
-3.035143919,-3.686393407,-7.359071509,-1.946028959,-2.159922791,-5.48598011,-2.665317807,-3.270266474,-4.963727416,-2.179831901,-5.31221339,-6.326124132,-9.199033982,-5.125524918,-1.642649139,-3.414785711,-5.873326021,-3.752483708,-3.116570234,-1.318194037,-3.163715234,-2.205712735,-9.809203557,-2.569926322,-5.693033203,-2.192081642,-0.352312556,-19.13771894,-2.673843429,-5.867133871,-0.242775495,-3.807737835,-3.048648316,-2.896461934,-4.238047745,-6.419600273,-0.748975072,-0.456711447,-4.479859739,-1.764616216,-4.566117235,-3.033588884,-4.262119829,0.639073648,-1.539337309,-38.01401715,-3.182098938,-3.146294388,-3.630822612,-5.196987172,-3.780778977,-3.552462974,-0.404954146,-2.332092421,-5.579221936,-11.89256753,-7.776098752,-2.793145459,-1.548688542,-2.366233116,-1.62809137,-1.64724883,-1.223145969,-1.90223029,-1.891234413,-1.515865446,-2.534253289,-5.618944929,-3.868115611,-2.732564368,-11.91119464,-9.783213597,-10.22501741,-4.93323363,-1.453289173,-5.888446514,-5.704529534,-3.44128102,-5.503573397,-4.494673173,-12.60531269,-1.588392369,-2.909060273,-3.3947164,-0.855803508,-6.107387167,-7.986082843,-1.373059256,-2.611968972,-6.858119679,-5.152247038,-2.404768862,-0.257080378,-6.09249277,-4.558758276,-0.763426799
-2.957839279,-3.609222314,-7.358766258,-2.022608629,-2.236712321,-5.486094579,-3.049761489,-3.192923678,-4.963441244,-2.179488495,-5.466135856,-6.40241763,-9.274984073,-5.048067653,-1.642114951,-3.414041664,-5.872982614,-3.752083067,-3.193378842,-1.395403286,-3.085265905,-2.205083156,-9.809413417,-2.877752177,-5.615690406,-2.114910549,-0.352293477,-19.2904204,-2.673538178,-5.943618151,-0.242985354,-3.806726693,-3.125323377,-2.896061293,-4.237589869,-6.41891346,-0.748707978,-0.532909555,-4.479363707,-1.763834012,-4.488736282,-3.033798743,-4.185158596,0.407846542,-1.538974825,-37.86144923,-3.181621985,-3.146046372,-3.553899535,-5.35089056,-3.858236242,-3.551852473,-0.405717271,-2.332149655,-5.578840373,-11.89218597,-7.776175064,-2.792744818,-1.549146418,-2.366423898,-1.704480259,-1.64652386,-1.223374907,-1.90171518,-1.813471898,-1.515884524,-2.533604632,-5.618773226,-3.945496564,-2.655641291,-11.83385185,-9.628318145,-10.37901619,-5.009946848,-1.453060235,-5.888293889,-5.781490768,-3.441052082,-5.733369643,-4.41689158,-12.52751202,-1.58797265,-2.832175353,-3.394754556,-0.855917977,-6.183928681,-7.908072312,-1.37271585,-2.612007128,-6.935634179,-5.151770085,-2.404730705,-0.257900738,-6.168290237,-4.482102293,-0.764724113
-3.034418949,-3.532032143,-7.358499164,-2.099207377,-2.236407071,-5.024708743,-2.588051324,-3.26948427,-4.963097838,-2.179049698,-5.543135246,-6.555462502,-9.196973542,-4.970667623,-1.641599841,-3.33646993,-5.872658286,-3.982394422,-3.193302529,-1.318766381,-3.160739043,-2.281433889,-9.809661433,-2.877866646,-5.384444222,-2.268508687,-0.352274399,-19.28910401,-2.673271084,-6.020064274,-0.781637674,-3.805715551,-3.125151673,-2.895813277,-4.467958459,-6.418264803,-0.748459962,-0.686030739,-4.478829519,-1.76303273,-4.565296875,-3.033913212,-4.338928437,0.638157897,-1.538574184,-38.32436132,-3.181202266,-3.145836512,-3.477071849,-5.274139186,-4.089520582,-3.55116566,-0.406480397,-2.332054264,-5.578420654,-11.9687084,-7.776384924,-2.792267865,-1.549356277,-2.44359499,-1.626927603,-1.645817969,-1.223584766,-1.824219759,-1.812613381,-1.515884524,-2.532955975,-5.541678446,-3.946126143,-2.732564368,-12.14110536,-9.78101961,-10.53295773,-4.932718521,-1.529754375,-5.888217577,-5.858452001,-3.440823144,-5.886300045,-4.492937062,-12.52650087,-1.587552931,-2.90919382,-3.47171579,-0.856032445,-6.183508962,-7.829985469,-1.44929552,-2.611911737,-6.936301914,-5.228178052,-2.404711627,-0.335682332,-6.013318472,-4.482407543,-0.766002348
-3.187978931,-3.60864997,-7.43523146,-2.175844282,-2.313024898,-5.178688444,-2.510918387,-3.346044863,-4.962735353,-2.17851551,-5.62019187,-6.554565829,-9.195905166,-4.893343905,-1.641084731,-3.412763428,-5.795506271,-3.981955625,-3.193283451,-1.319109788,-3.467076803,-2.203995702,-9.886946994,-2.647173728,-5.537870657,-2.268298827,-0.506120553,-19.36480609,-2.67300399,-5.865874714,-1.089520763,-3.804685332,-3.125132595,-2.818699419,-4.698441518,-6.417654303,-0.748250103,-0.608420849,-4.478295331,-1.685346527,-4.411240861,-2.957028291,-4.492698278,0.868469253,-1.538173543,-38.63367527,-3.18095425,-3.145702965,-3.47726263,-5.274349046,-4.320804923,-3.550440691,-0.407224445,-2.331920717,-5.577886466,-11.96815513,-7.776442158,-2.791809989,-1.549394434,-2.443881163,-1.703240179,-1.645054843,-1.223737391,-1.900532336,-1.811754865,-1.515865446,-2.532326396,-5.618448898,-3.946755721,-2.809487445,-11.75616564,-9.779894,-10.68689928,-4.855471115,-1.529563593,-5.888255733,-5.858509235,-3.440632363,-5.885307982,-4.492021311,-12.44845219,-1.587171368,-2.909365524,-3.47171579,-0.856146914,-6.18301293,-7.982572465,-1.448856723,-2.6116828,-6.937122274,-5.227624786,-2.404559002,-0.336617161,-6.089077783,-4.482655559,-0.767261506
-3.187730915,-3.685210562,-7.435040678,-2.252519343,-2.312815038,-5.332706301,-2.895323912,-3.345644222,-4.96235379,-2.177962243,-5.620382651,-6.476765157,-9.425701412,-4.816096499,-1.640569621,-3.489056926,-5.795220099,-4.135343904,-3.193245295,-1.319415038,-3.465817645,-2.280403669,-9.887271323,-2.801096194,-5.922066322,-2.268088968,-0.506120553,-19.59439247,-2.672755974,-5.942416228,-1.628154005,-3.803636034,-3.125151673,-2.741566482,-4.698174424,-6.417081958,-0.824944242,-0.684695269,-4.4777993,-1.684640636,-4.488030391,-3.110912601,-4.492660122,0.868011377,-1.53779198,-39.01983598,-3.180610843,-3.068570029,-3.477491568,-5.274539827,-4.321358189,-3.472754488,-0.407930336,-2.254845015,-5.500314732,-11.81358401,-7.699519081,-2.791409348,-1.549451668,-2.444091022,-1.625782914,-1.567387719,-1.14696694,-1.822998758,-1.810953583,-1.438961447,-2.454735584,-5.618353507,-3.947194519,-2.809487445,-12.06359086,-9.932690856,-10.68695651,-5.008954784,-1.52939189,-5.888312967,-5.93545139,-3.363499427,-5.88429684,-4.414201561,-12.37026995,-1.58684704,-2.909460914,-3.47171579,-0.856242305,-6.105612899,-8.058160072,-1.448379769,-2.611415706,-6.937999868,-5.150129364,-2.481253141,-0.33755199,-6.087952172,-4.405885108,-0.768425273
-3.187482899,-3.454059768,-7.511677583,-2.252309484,-2.389547334,-5.409762925,-2.818229132,-3.422128501,-4.961934071,-2.177389899,-5.389861436,-6.091272178,-9.347881662,-4.584964784,-1.717015744,-3.565331346,-5.641068695,-3.827174642,-3.193168982,-1.319567664,-3.464653878,-2.202946404,-9.887671964,-2.801153429,-5.998550602,-2.267840952,-0.506120553,-19.3624404,-2.672507959,-5.94188204,-1.397499243,-3.802663048,-3.12518983,-2.741337544,-4.620888862,-6.416509614,-0.824677148,-0.607085379,-4.554207267,-1.683896588,-4.410973767,-3.187873835,-4.415737045,0.790630425,-1.537410417,-39.32869206,-3.103248969,-3.068341091,-3.554624504,-5.274730609,-4.398834532,-3.548895361,-0.408674384,-2.254635156,-5.499723309,-11.88966765,-7.699423691,-2.867912706,-1.549527981,-2.444205491,-1.625248726,-1.566624593,-1.147100487,-1.822369179,-1.733210146,-1.438751587,-2.45395338,-5.618296272,-3.947557003,-2.732564368,-11.98634345,-9.85483295,-10.76393682,-4.931688301,-1.452316188,-5.811428047,-5.935413234,-3.132539414,-5.729420467,-4.643997807,-12.29203048,-1.586541789,-2.909460914,-3.471677633,-0.856318618,-6.028231947,-7.902921213,-1.524844971,-2.611186768,-7.015686071,-5.149576098,-2.481024204,-0.338410506,-5.856095487,-4.405923264,-0.769493649
-3.110311806,-3.453678205,-7.511353255,-2.175195625,-2.389356552,-5.25603124,-2.818095585,-3.267805394,-4.96153343,-2.176855711,-5.46712792,-6.24431705,-9.347004067,-4.66148722,-1.716576947,-3.564663611,-5.640839757,-4.057466919,-3.193054513,-1.319624898,-3.463490112,-2.356220214,-9.888167995,-2.724268508,-5.921188728,-2.267612014,-0.506101475,-19.59206494,-2.672240865,-5.94136693,-0.936075251,-3.801747297,-3.125304299,-2.818088918,-4.69739222,-6.262072038,-0.824410054,-0.529494567,-4.553673079,-1.760037462,-4.487706063,-3.110969836,-4.415813358,0.790191627,-1.537028854,-39.40662628,-3.102848328,-3.0682457,-3.554796208,-5.27492139,-4.3224838,-3.548151313,-0.409475666,-2.177483141,-5.576150355,-11.73492482,-7.699194753,-2.867512065,-1.54964245,-2.444281804,-1.624714538,-1.565842389,-1.147234034,-1.821758679,-1.732389785,-1.361389713,-2.376171787,-5.618296272,-3.870958255,-2.732564368,-11.98584742,-10.00766796,-10.68709006,-4.854479052,-1.529124796,-5.734638517,-5.935356,-3.209348022,-5.651486248,-4.566139901,-12.44465564,-1.586236539,-2.986383991,-3.471563164,-0.85639493,-5.873870683,-7.824605432,-1.524406173,-2.611015065,-6.862469496,-4.9951576,-2.480814344,-0.339269023,-5.855027111,-4.405904186,-0.770562025
-3.110101947,-3.60710464,-7.587932925,-2.174985766,-2.389165771,-5.102318633,-2.818038351,-3.344232439,-4.961170945,-2.176416914,-5.544413481,-6.243630237,-9.500029861,-4.661143813,-1.716157228,-3.487149112,-5.640534507,-4.057028122,-3.192920966,-1.242720899,-3.539230344,-2.355590635,-9.888587715,-2.801248819,-6.151481005,-2.190459999,-0.429121164,-19.66788148,-2.671954692,-5.940699195,-0.859228486,-3.800831546,-3.125456924,-2.81806984,-4.696991579,-6.415307691,-0.901123271,-0.528884066,-4.553100734,-1.759350648,-4.564342967,-3.110988914,-4.492812747,0.559021756,-1.536647291,-39.33063803,-3.102447687,-3.0682457,-3.478140225,-5.198227251,-4.399960143,-3.547445422,-0.410200635,-2.177216047,-5.575616167,-11.73393276,-7.852773813,-2.867073268,-1.549699684,-2.444167335,-1.547200039,-1.642021418,-1.224309736,-1.898090333,-1.808530658,-1.36100815,-2.452160035,-5.618277194,-3.871225349,-2.732564368,-11.90821845,-9.929447571,-10.68718545,-4.777269803,-1.529029405,-5.81180961,-6.089144919,-3.363136942,-5.650627732,-4.565262306,-12.59737618,-1.585874054,-2.986364913,-3.471372383,-0.856471243,-5.873279261,-7.746213338,-1.523986454,-2.610900596,-6.863099075,-4.994470787,-2.480623563,-0.339993992,-5.853977813,-4.405942342,-0.771649479
-3.109892087,-3.683569841,-7.587646753,-2.251660827,-2.389013146,-5.333145098,-3.202653735,-3.343717329,-4.960789382,-2.175997195,-5.775507041,-6.242962502,-9.65320828,-4.660781328,-1.792679664,-3.486634002,-5.717095099,-4.133550558,-3.192825576,-1.319682132,-3.691931809,-2.355094603,-9.888873887,-3.10901744,-6.689580058,-2.267154139,-0.429044851,-19.66666048,-2.671649442,-5.939859756,-1.013055562,-3.799896717,-3.125590471,-2.81806984,-4.850475248,-6.414716268,-0.90093249,-0.528273566,-4.629375154,-1.758740148,-4.717845715,-3.111046148,-4.569812137,0.404774961,-1.613150649,-39.40841962,-3.102066124,-3.068207544,-3.478407319,-5.275341109,-4.70816756,-3.469797376,-0.410792058,-2.176987109,-5.574910275,-11.65588407,-7.852468562,-2.86653908,-1.549661528,-2.443633147,-1.623455381,-1.641315527,-1.224462361,-1.897460754,-1.807748455,-1.360664744,-2.451148893,-5.618181804,-3.871454287,-2.732564368,-11.98434025,-10.00492071,-10.45645438,-4.853849473,-1.528914936,-5.812038547,-6.089049528,-3.440021862,-5.649788293,-4.564365633,-12.59628872,-1.585473413,-2.986422148,-3.471143445,-0.856566634,-5.872592448,-7.821533851,-1.523566735,-2.61086244,-7.017708354,-5.147649206,-2.480451859,-0.340490024,-5.77598636,-4.406094967,-0.772736933
